6,4,2,2,2,3,7,8,1,3,3,2,3,0,0,5,4,5,2,62,2,2,2,0,7,4,3,4,6,0,8,7,4,3,1,4,2,7,4,3,7,1,3,3,2,0,0,4
4,1,1,3,5,4,3,7,1,3,3,3,2,0,0,4,1,4,4,2,2,1,0,0,5,2,7,1,1,4,7,2,0,1,5,5,2,5,2,0,1,6,3,2,3,2,5,3
7,4,0,2,10,1,4,5,1,2,0,5,1,1,1,3,3,6,2,27,2,0,4,0,3,6,4,5,5,2,7,5,5,1,4,3,3,3,3,0,7,2,3,1,3,1,3,2
8,4,2,2,2,2,1,4,1,2,3,2,2,2,2,3,0,5,4,43,2,2,0,2,4,3,5,2,8,0,5,6,2,6,3,2,5,6,2,4,4,3,3,1,1,0,0,0
2,3,0,0,4,2,1,2,1,1,0,4,1,4,4,1,4,2,3,49,0,0,0,3,3,8,2,6,3,0,8,4,5,5,3,5,3,6,4,0,1,3,3,2,3,1,2,2
1,4,2,1,0,4,4,7,1,2,3,2,2,0,0,4,2,3,3,64,3,2,1,0,5,9,1,6,8,0,7,8,6,3,6,2,3,5,3,3,5,8,3,2,3,0,0,2
4,2,1,2,2,3,6,8,1,2,3,1,2,0,0,5,2,4,3,22,3,2,0,0,6,7,1,6,1,3,8,2,4,5,3,2,1,6,3,4,3,3,3,3,1,0,0,5
8,2,1,2,3,4,7,8,1,1,3,2,1,0,0,5,0,6,5,63,2,1,0,0,6,3,6,2,2,3,2,1,1,4,4,4,3,5,6,1,1,4,3,3,3,1,1,3
4,0,0,3,2,0,1,6,1,2,4,2,1,0,0,4,3,2,3,59,2,1,0,0,4,9,5,6,3,0,8,4,5,4,4,5,3,6,5,1,7,5,3,1,3,1,2,2
3,0,2,1,8,1,0,0,1,1,0,5,1,5,5,0,4,3,0,60,3,2,4,5,3,3,1,3,1,0,2,0,1,3,4,0,3,5,2,4,3,4,3,2,0,0,0,2
5,4,0,2,9,4,6,7,1,2,1,4,2,0,0,4,3,4,2,40,2,1,4,0,5,9,5,6,6,0,8,7,6,3,5,2,3,4,5,2,6,5,3,2,3,0,0,2
1,4,0,2,0,4,5,8,1,1,4,1,1,0,0,5,1,4,4,1,1,1,0,0,6,8,1,6,1,1,8,2,4,5,4,3,1,5,5,2,6,4,3,5,3,0,0,4
2,3,2,0,1,1,0,2,1,2,1,4,2,5,4,1,2,1,0,0,1,0,2,1,1,6,5,5,0,1,8,1,3,2,1,1,1,5,3,3,0,1,3,1,1,0,0,2
3,2,1,1,0,0,1,4,1,2,3,3,1,1,1,2,4,4,1,29,2,2,0,1,4,6,4,5,3,0,8,4,4,4,3,1,3,7,5,4,0,5,3,3,0,0,0,2
6,4,2,1,0,3,7,8,1,3,3,2,2,0,0,5,3,5,4,53,3,1,0,0,6,9,1,6,1,1,8,2,4,4,5,4,5,7,4,3,2,8,3,1,2,0,0,0
8,0,0,2,8,4,7,8,1,2,1,4,1,0,0,5,2,6,4,15,1,0,0,0,6,9,3,6,7,0,8,8,6,5,5,4,1,6,2,2,3,7,3,3,3,0,1,3
6,2,1,3,6,2,7,8,1,3,3,3,2,0,0,5,0,5,4,28,5,2,0,0,7,8,8,5,8,5,6,7,5,4,6,3,3,4,4,1,7,7,3,3,3,1,2,1
2,1,2,0,8,1,0,0,1,2,0,5,1,5,5,0,4,0,2,11,2,0,0,3,1,2,4,1,2,0,8,3,1,4,0,3,4,5,3,2,3,0,3,1,3,0,1,2
8,1,0,2,0,3,0,4,1,2,4,0,1,1,0,2,2,5,3,62,2,2,0,0,2,9,7,6,1,1,5,1,4,3,2,3,3,6,4,4,3,2,3,1,2,0,0,2
6,0,2,2,9,3,7,8,1,3,1,4,3,0,0,5,3,6,4,32,3,1,1,0,7,9,1,6,5,0,6,5,5,4,6,4,5,3,5,0,4,7,3,1,3,1,4,1
2,3,1,1,2,1,0,2,1,0,2,2,0,2,2,1,3,2,1,63,3,1,4,1,1,5,8,3,5,0,8,6,3,3,1,1,5,6,6,4,4,1,3,3,0,0,0,0
2,4,0,0,9,4,2,1,1,2,0,5,1,5,5,1,4,2,0,43,2,1,1,4,4,2,6,1,7,0,8,8,1,5,1,0,5,6,2,4,1,1,3,4,0,0,0,0
0,2,0,1,8,2,1,1,1,1,0,4,1,4,4,1,0,1,3,22,3,1,0,4,3,8,0,6,5,3,8,6,6,4,4,1,2,5,4,4,7,4,3,2,1,0,0,3
3,3,0,2,2,0,1,4,1,2,3,3,1,2,2,3,0,2,2,50,2,0,1,0,2,8,4,6,4,6,4,3,5,7,1,2,0,5,0,3,7,1,3,2,3,0,0,3
6,0,1,3,1,0,2,7,1,3,4,3,2,0,0,4,4,6,3,46,4,1,0,0,5,5,0,6,1,1,4,1,4,4,3,4,4,8,4,4,4,6,3,1,0,0,0,2
3,0,2,1,2,0,1,4,1,2,2,4,1,2,2,3,3,3,3,4,1,0,0,1,4,2,7,1,1,0,8,2,0,1,2,4,4,6,3,2,4,2,3,1,3,0,0,1
4,4,1,3,8,3,7,8,1,3,2,3,2,0,0,5,1,4,4,55,2,1,1,0,6,8,1,6,7,1,4,4,5,5,5,6,3,5,2,0,1,6,3,3,3,2,3,2
8,3,2,1,4,4,5,7,1,2,1,4,1,0,0,4,4,6,3,2,2,0,0,0,5,8,4,6,5,2,8,6,6,2,6,1,0,3,2,2,4,7,3,2,3,0,0,5
