aceB,asnA,atpD,atpG,b1191,b1583,b1963,cchB,cspA,cspG,dnaG,dnaJ,dnaK,eutG,fixC,flgD,folK,ftsJ,gltA,hupB,ibpB,icdA,lacA,lacY,lacZ,lpdA,mopB,nmpC,nuoM,pspA,pspB,sucA,sucD,tnaA,yaeM,yceP,ycgX,yecO,yedE,yfaD,yfiA,ygbD,ygcE,yhdM,yheI,yjbO
-1.22637063731265,1.62490135876532,-1.34079765017609,-1.86371338728418,1.34233336566265,3.88426004790203,0.933511845321481,1.3265156161016,-0.0931312831327791,1.40406440833355,0.584954782212774,0.868842956971158,0.785890613544862,1.39613541430649,1.42882920931473,-1.94210119934221,1.30811097671032,0.488610810381112,-0.931561489426787,-2.54529575732029,0.786454245467922,-1.68464036238945,-0.523312847943137,-1.36213955410219,0.112519496673745,-2.61699495204746,0.0696392745703012,-1.25946063941284,-3.08065535841233,1.75275225102845,2.85531436466869,-1.69603414927225,-1.33258572164584,-1.78997601282372,2.65351842406585,1.72498890996889,0.771941141244956,0.935670186980392,-1.74926452903569,2.00285008657848,-1.34639587542602,1.34525454359378,1.77798218062527,1.62079323937115,0.348092054535286,1.48366714437675
-0.525387904288642,1.89187891702236,-1.2982464439419,-2.0192344173652,1.48065981309879,1.66833332956415,-0.176061892887401,1.14113084136779,2.01058217280966,0.821659903640624,-0.226860315765798,2.23216571223863,0.741677325276378,1.0546297201176,0.262020431996114,-0.446843333208685,1.50067974860262,2.92162579307962,-1.88786569402884,0.417492454447939,1.04503022053327,-0.996685504479203,0.74995567386799,1.0650677518185,0.740595673840634,-0.937443342237943,1.85786031684505,-1.19118721931261,-0.73743451518596,0.737075061417675,1.01545580472278,-1.99454875858836,-1.90772443040899,-2.1513009996261,1.25030889246204,0.713300617932512,-0.698600806946464,1.25813912418035,-0.784294803488297,1.30594126903084,0.648460891376525,2.91384103457735,1.36525297444459,1.36710521998709,0.397769418148937,2.41574264301535
-1.27753830311947,3.47114561564944,-4.06380252944615,-1.33423243187955,2.04033883542927,1.79118749898642,5.43072249734176,0.76579478119683,1.21270413304323,1.17461780094568,2.60122451579486,1.19861036539997,3.33669493323308,0.705449116716904,2.20210523408255,-2.28383082804375,3.3657448483025,3.14383831085603,-1.91678779387735,0.314082264822919,1.03449569219302,-1.58791253743617,0.815472568900163,-0.245925458554784,1.54554996045567,-0.626077344156333,2.58323954747461,0.115726524119642,-0.443079906149293,0.624209685299331,1.05445922564182,-1.47756982169085,-2.21253511385389,-2.25389889177886,1.88241772960681,-0.173501374557919,3.20553097337355,0.928639604469243,-0.698642168547845,-0.0466678230982885,0.241257869114682,0.790359060559924,3.2333374238326,2.30073186164569,3.51880136839179,2.86723646636635
-3.12097652692254,4.2790805842603,-3.5211293215625,-2.22975262256861,2.50463972172766,1.20043976718381,3.5447836282587,2.72813799607516,1.29663793980165,5.01943828305773,0.80860184339447,0.803906675966622,2.54225294971012,0.774892560007863,2.4515034095069,-2.5275593842021,2.37346399496419,2.44366924667022,-0.733474882869688,-0.120641988694487,0.705653944454733,-2.93515144468731,5.14117407982663,3.63668144364419,5.45157018213996,-3.98291895730919,1.99785830681457,-3.08672290731446,1.96840610980257,3.10055569735411,4.40783821495417,-1.46999044777882,-2.50850798661171,-2.58033301752532,8.25406025783382,0.488670790677589,1.70061881947595,4.0571659089393,-3.34742727598726,0.315936130201582,0.0879815009377349,3.47977627407737,4.76053389743728,2.22225303762391,2.20187305475257,0.0211826571887865
-0.468441840381419,-0.166097504822079,-0.020726059099535,-2.60772206234489,0.546518794237857,-0.0558980353344494,-0.404939090727789,1.35665951611507,1.04929403937937,1.12452913726876,-0.386716836317228,2.67032446762953,-1.17658829701676,1.51496492423231,0.483799202881924,-2.92791542279993,0.0882688856666269,0.555075020230759,-2.68504691786726,0.724997553965519,1.7062035838442,-0.400623956178409,1.02933566106198,1.07765113691482,1.28620105399317,-0.525245391499208,-0.61993071339936,-0.10716521788718,-0.62920552193186,0.0497424608088189,1.34371553785827,-2.73712311938237,-2.75600069848431,-1.21052248210594,1.69887144062354,1.78435876210771,-0.0138088020107814,1.55966919340437,-0.819103120745901,1.93111560514842,0.820169462712747,2.29438943141607,-0.32020645850572,3.41540777371066,-0.492592695567435,1.54731767872182
-0.54318668033891,1.74103877951182,-1.54077448582885,-1.54304602332848,1.43232556922313,0.0519747654311403,2.55403012708246,0.947601589236481,1.83838429386615,1.93694305488036,1.28686418553674,0.468142035604317,1.03713591388405,1.22812506215766,0.501800938776134,-1.62817629611007,1.61031116432996,1.98925114285386,-0.888376771708377,0.463452815891185,2.22545889891678,-0.781591548084284,2.62658701546389,2.19102608138051,1.97686105732092,-1.27877208948892,1.57048363539477,-0.662033176516007,-0.730516757104893,1.55732351015534,1.08445395486962,-1.40723214768051,-0.636517904329472,-1.18594336761344,2.60245862371212,1.39527680571466,1.74670427762474,1.97270618860136,-1.463390027793,0.829886828037751,0.748550355910049,1.68744597975429,1.78016743888642,0.86034165562374,1.29960602059928,-1.2416110842076
-2.93959337149349,1.87562731931247,-2.01692633575897,-1.85977990803771,0.947333608404567,2.84623180004488,2.17747340072011,2.51964067615437,2.31123935361099,3.02178544174234,1.48766795237791,0.76649436621197,0.512871988786045,0.362888614770088,1.12557045786148,-1.47285754448085,1.47965825844682,1.68486464593213,-0.768454004361634,0.597521597483525,0.0132896996555841,-3.0081223331019,-0.667728039176606,-1.72969888165087,0.645262371424949,-2.57042651477829,1.16943993102031,-1.90288493433742,-4.47251517374361,2.67321246148262,3.02117835036144,-0.0478234177859218,0.204045247986106,-1.52345718624288,4.69248929244504,0.502780786012577,1.678054895766,2.92081261358511,-2.69561476035808,0.619858314083562,0.954939864467243,1.96102913165368,2.64282215970397,1.36016760571583,1.16819526604854,-0.175725913186572
0.699464850634488,-0.14616046612396,-0.434283190818793,-2.31858868835784,0.534230534077061,2.61714871757095,1.90523251640615,0.955465774977049,-0.190682773148462,1.98958210392845,-0.311695933216901,2.5866271834461,-0.965271971785207,1.56541097756468,1.33304458861341,-1.94831576985675,0.173505158912919,1.13811701170856,-2.48093518218645,-2.9022424119229,2.29525897440265,0.250197674815639,1.43347224989792,1.22592845770639,0.99416428275457,-1.59439737969239,-0.369863312314481,-0.431788142899722,-1.8551318936074,1.2670752101441,1.5535267775449,-2.84457201548235,-2.44580837866839,-1.1318727401208,3.5059325770567,0.790226367340991,-0.37990260656736,1.8315079917809,-1.26247114141967,1.51310092734433,-1.76336024674279,2.67803446629755,-0.477319348370013,1.46529822472658,-0.380156926651178,0.609599329211703
-1.55219314638487,1.89557721935483,-1.34402785282447,-2.19847943758182,0.34407516646286,1.77239407416395,1.87607896120927,1.96173394898966,1.47645506728237,2.13238740383458,0.115826741341558,1.43270489182104,-0.179780137263918,0.35628238478824,0.972968021407691,-1.17093105224702,1.07526843190234,0.26505636450364,-1.29777740063293,0.00440227600625076,-0.39883875237735,-1.30849853717188,1.86135515065241,1.40514814961598,2.17101667999464,-2.48405761832527,-0.905552465838781,0.0148757735846103,-0.0423363395605075,1.41348344713946,2.89805418298461,-1.0776924159052,-0.988053812485643,-0.542447274972108,4.20418581789982,-0.494686847300494,0.342537909324275,2.32956573870098,-2.20671389788231,0.537224979992096,0.677771439208177,1.98664334224498,1.2848579021663,0.564723676564095,0.678227099225517,1.5947665997159
-0.980009206469821,1.38621604263699,-1.58098678194753,-3.46069784917884,1.16007483646581,1.93182119915868,1.55698172244712,3.18350235973981,0.453342494932275,3.54803145813546,0.160653115389677,2.6162670165652,0.607974588349397,2.71869188381469,1.82956008586866,-2.8712096408022,1.38675415851641,1.07461793096407,-3.13215797715975,-1.70216320006943,3.58342782169889,-1.14428214319227,3.12139379035966,2.82444102975324,3.09817494765114,-2.59314557598452,-0.0502517618225922,-1.67385539104061,-0.847865680590475,2.89530198146144,4.65505083733953,-3.56575188035086,-3.14743344683959,-1.80178613652105,5.43439666284823,2.39804246068789,0.427063146941544,2.77941742549001,-2.8427172197054,2.69614509308183,-0.879497496663137,2.36946586743709,0.921893447826059,3.03425672018114,0.25984423662382,1.56780015479732
